PROV20;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;Anse-au-Sable;x
PROV29;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;Tibbiyot Shlyapasi;x
PROV35;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;Ruisseau-à-l'Érable;x
PROV92;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;Cœur-d'Alêne;x
PROV97;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;Ville-au-Lac-de-Sel;x
PROV100;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;Fénix;x
PROV102;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;Tucsón;x
PROV166;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;Fort Crevecœur;x
PROV269;Embro;Embro;Embro;Embro;Embro;Embro;Embro;Embro;Embro;Embro;Embro;Embro;Embro;x
PROV273;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;Caerdydd;x
PROV274;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;Aberteifi;x
PROV276;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;Caergybi;x
PROV285;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;Caerllion;x
PROV286;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;Amwythig;x
PROV296;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;Caerodor;x
PROV300;Londen;Londen;Londen;Londen;Londen;Londen;Londen;Londen;Londen;Londen;Londen;Londen;Londen;x
PROV301;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;Kantelberg;x
PROV356;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;Dyneburg;x
PROV357;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;Mitawa;x
PROV364;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;Szawle;x
PROV393;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;Doornik;x
PROV394;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;Karelskoning;x
PROV399;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;Rijsel;x
PROV400;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;Duinkerke;x
PROV401;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;Atrecht;x
PROV404;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;Kamerijk;x
PROV423;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;Naoned;x
PROV424;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;Roazhon;x
PROV540;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;Starograd;x
PROV544;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;Swaryn;x
PROV552;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;Chociebuz;x
PROV558;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;Drezno;x
PROV559;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;Lipsk;x
PROV560;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;Kamjenica;x
PROV575;Köln;Köln;Köln;Köln;Köln;Köln;Köln;Köln;Köln;Köln;Köln;Köln;Köln;x
PROV577;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;Kleve;x
PROV604;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;x
PROV611;Coira;Coira;Coira;Coira;Coira;Coira;Coira;Coira;Coira;Coira;Coira;Coira;Coira;x
PROV627;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;Karlowe Wary;x
PROV632;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;Olomuniec;x
PROV636;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;Banska Bystrzyca;x
PROV640;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;Pieciokoscioly;x
PROV642;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;Jawaryn;x
PROV652;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;Timiszoara;x
PROV654;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;Kluz;x
PROV659;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;Braszów;x
PROV661;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;Bystrzyca;x
PROV664;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;Bükreš;x
PROV674;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;Köstence;x
PROV683;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;Legnica;x
PROV684;Opole;Opole;Opole;Opole;Opole;Opole;Opole;Opole;Opole;Opole;Opole;Opole;Opole;x
PROV685;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;Katowice;x
PROV687;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;Zgorzelec;x
PROV689;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;Cieszyn;x
PROV690;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;Gdansk;x
PROV693;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;Elblag;x
PROV695;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;Königsberg;x
PROV696;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;Allenstein;x
PROV697;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;Gabin;x
PROV699;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;Poznan;x
PROV702;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;Lwów;x
PROV745;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;x
PROV748;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;x
PROV768;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;Lubliyana;x
PROV783;Saray;Saray;Saray;Saray;Saray;Saray;Saray;Saray;Saray;Saray;Saray;Saray;Saray;x
PROV800;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;Ülgün;x
PROV807;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;Manastïr;x
PROV815;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;Filibe;x
PROV847;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;Hanya;x
PROV850;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;Iškodra;x
PROV851;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;Dïraç;x
PROV852;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;Avlonya;x
PROV853;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;Ergeri;x
PROV958;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;Kijów;x
PROV962;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;Czernihów;x
PROV964;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;Akmescit;x
PROV967;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;Akyar;x
PROV1020;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;Nijgar;x
PROV1039;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;Sarïsu;x
PROV1044;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;Irïmbur;x
PROV2538;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;Nowy Sacz;x
PROV2583;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;Çetince;x
PROV1700;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;Mitidja;x
PROV3325;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;EL Oued;x